,Loan Status,Current Loan Amount,Term,Credit Score,Annual Income,Years in current job,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
32759,Y,150634,0,695.0,3345102.0,9.0,1,0,17115.77,16.7,30.0,15,0,191672,251636.0,0.0,0.0
32760,Y,270226,0,717.0,1478086.0,4.0,0,0,26359.08,11.2,24.0,11,0,175427,490622.0,0.0,0.0
32761,N,414788,1,664.0,1038616.0,10.0,1,0,15492.79,16.2,81.0,9,0,190532,289520.0,0.0,0.0
32762,Y,392678,1,697.0,772464.0,5.0,2,0,12166.27,15.8,17.0,8,0,254999,314116.0,0.0,0.0
32763,N,258698,1,698.0,829559.0,10.0,1,0,21153.84,18.9,44.0,9,0,256158,438768.0,0.0,0.0
32764,Y,61446,0,742.0,559702.0,0.0,1,0,8162.4,34.5,52.0,12,1,40432,659406.0,1.0,0.0
32765,Y,99999999,0,709.0,561450.0,6.0,1,0,16141.64,17.3,54.0,10,4,269667,374858.0,1.0,3.0
32766,Y,99999999,0,732.0,1833671.0,10.0,0,0,13584.43,32.1,11.0,12,0,601141,900460.0,0.0,0.0
32767,Y,109670,0,747.0,1704870.0,6.0,1,1,13028.11,13.5,38.0,6,0,73891,168762.0,0.0,0.0
32768,Y,614152,0,747.0,4546320.0,9.0,0,0,31293.76,16.8,27.0,16,0,581457,972928.0,0.0,0.0
32769,Y,432916,0,737.0,1420744.0,10.0,0,1,18232.97,15.0,61.0,16,0,344698,966394.0,0.0,0.0
32770,Y,266530,0,706.0,1534592.0,0.0,1,0,6266.39,22.6,32.0,8,0,232712,566104.0,0.0,0.0
32771,Y,125268,0,723.0,1360248.0,10.0,1,0,38200.26,19.7,43.0,10,0,393908,581746.0,0.0,0.0
32772,Y,768768,0,733.0,1896960.0,10.0,1,0,36516.48,32.6,64.0,19,0,825778,2522872.0,0.0,0.0
32773,Y,99999999,0,723.0,2331984.0,8.0,0,0,32064.78,21.0,3.0,19,0,197771,661848.0,0.0,0.0
32774,Y,89188,0,703.0,775124.0,10.0,1,1,19119.7,22.5,66.0,8,1,118731,205194.0,1.0,0.0
32775,Y,337898,0,732.0,2042690.0,7.0,0,0,65025.41,16.3,79.0,32,0,639635,1139424.0,0.0,0.0
32776,Y,99999999,0,694.0,851314.0,10.0,1,1,4717.7,15.3,59.0,12,1,63213,195712.0,1.0,0.0
32777,Y,343464,1,720.0,1140912.0,10.0,0,2,9431.6,19.8,30.0,8,0,48032,617958.0,0.0,0.0
32778,Y,393976,0,747.0,1449947.0,10.0,0,0,16311.88,19.2,37.0,15,2,481137,785752.0,0.0,0.0
32779,Y,349492,1,665.0,1697859.0,4.0,0,2,16738.05,19.0,39.0,13,0,410818,1154604.0,0.0,0.0
32780,N,54120,0,734.0,803928.0,9.0,2,0,15877.54,17.7,24.0,10,0,1463,422136.0,0.0,0.0
32781,Y,380798,0,684.0,2826915.0,10.0,1,0,43110.43,31.6,19.0,6,0,274284,377652.0,0.0,0.0
32782,Y,472956,1,725.0,1456939.0,10.0,0,0,43465.35,18.0,34.0,11,0,1008425,2088834.0,0.0,0.0
32783,N,425832,1,708.0,1678479.0,10.0,2,0,21960.2,17.5,24.0,10,0,128725,248864.0,0.0,0.0
32784,Y,335434,0,709.0,4491258.0,10.0,1,3,19013.11,21.8,47.0,5,0,131803,209352.0,0.0,0.0
32785,Y,154374,0,712.0,1539779.0,10.0,2,1,12728.86,28.2,55.0,6,0,377359,624206.0,0.0,0.0
32786,N,461604,0,726.0,952888.0,8.0,1,0,12228.59,11.7,3.0,13,0,93271,947298.0,0.0,0.0
32787,Y,351692,0,715.0,1347784.0,10.0,1,0,17071.88,20.6,19.0,16,1,217683,514382.0,1.0,0.0
32788,Y,415514,0,743.0,934515.0,4.0,0,0,19313.31,11.0,74.0,12,0,175085,584254.0,0.0,0.0
32789,Y,263824,1,725.0,2468271.0,7.0,0,0,22831.54,14.8,11.0,11,3,73112,281270.0,1.0,2.0
32790,Y,99999999,0,750.0,2778978.0,10.0,0,0,46547.72,29.9,3.0,22,0,67355,1278376.0,0.0,0.0
32791,N,630410,0,694.0,1445596.0,10.0,1,0,30598.36,23.4,20.0,10,0,372704,664950.0,0.0,0.0
32792,N,113828,0,676.0,465880.0,8.0,2,5,14946.92,16.1,76.0,19,1,5016,341440.0,1.0,0.0
32793,Y,616946,1,730.0,1892780.0,10.0,0,0,36120.52,15.6,28.0,9,2,133836,730994.0,0.0,2.0
32794,Y,646800,1,701.0,5362560.0,1.0,1,0,54072.48,10.4,4.0,6,0,621566,833008.0,0.0,0.0
32795,Y,222948,0,741.0,1781060.0,10.0,0,0,33839.95,15.9,34.0,13,0,297046,385594.0,0.0,0.0
32796,Y,99999999,0,739.0,1678707.0,9.0,0,0,26579.48,27.0,34.0,11,0,269078,369138.0,0.0,0.0
32797,Y,357874,1,699.0,1352211.0,1.0,0,0,24677.77,22.5,79.0,18,0,318345,590722.0,0.0,0.0
32798,Y,392348,1,649.0,987506.0,0.0,1,0,16713.73,16.5,58.0,17,0,169765,269280.0,0.0,0.0
32799,Y,259248,0,699.0,1007532.0,10.0,1,0,17799.77,14.0,18.0,8,0,15732,82038.0,0.0,0.0
32800,Y,66154,0,687.0,1352097.0,10.0,0,3,38309.7,16.4,63.0,18,0,416385,626142.0,0.0,0.0
32801,Y,781440,1,601.0,1533889.0,7.0,1,0,23519.72,12.9,51.0,6,0,166801,456566.0,0.0,0.0
32802,Y,326942,0,744.0,1129398.0,8.0,0,0,14776.3,22.1,15.0,10,0,86317,489962.0,0.0,0.0
32803,N,611006,1,703.0,1554808.0,2.0,0,1,20860.29,25.2,28.0,13,0,101897,373384.0,0.0,0.0
32804,N,442288,0,736.0,1428857.0,6.0,0,0,10037.7,24.4,36.0,7,0,162431,253814.0,0.0,0.0
32805,N,135366,0,7100.0,1577494.0,3.0,0,0,34704.64,13.9,31.0,9,0,146794,236082.0,0.0,0.0
32806,Y,213620,0,738.0,1262303.0,10.0,0,0,13674.87,22.8,2.0,11,0,240616,591514.0,0.0,0.0
32807,Y,99999999,1,702.0,1914440.0,4.0,0,0,4307.49,13.0,28.0,5,1,135185,223938.0,1.0,0.0
32808,Y,767008,1,702.0,2365747.0,5.0,0,0,38837.52,15.9,73.0,7,0,492290,986172.0,0.0,0.0
32809,Y,528946,0,712.0,1427565.0,4.0,0,1,16060.13,13.5,9.0,15,0,103911,1307768.0,0.0,0.0
32810,Y,99999999,0,739.0,2893396.0,10.0,0,0,10946.66,31.8,25.0,11,0,298300,545666.0,0.0,0.0
32811,Y,99999999,0,743.0,2285415.0,4.0,2,0,41328.04,20.8,66.0,13,0,374623,976932.0,0.0,0.0
32812,Y,141834,0,723.0,1139544.0,1.0,1,0,14624.11,13.6,64.0,8,1,78698,277002.0,1.0,0.0
32813,N,453266,1,694.0,1677681.0,7.0,0,2,21670.07,17.7,2.0,12,0,378670,746944.0,0.0,0.0
32814,N,355740,1,676.0,787265.0,4.0,1,0,6376.78,10.7,22.0,5,0,124165,168938.0,0.0,0.0
32815,Y,394020,0,748.0,1436780.0,2.0,0,6,2083.35,19.6,38.0,15,0,57152,1248566.0,0.0,0.0
32816,N,437624,1,7310.0,2105162.0,2.0,1,0,43682.33,15.8,78.0,17,1,159087,684750.0,1.0,0.0
32817,Y,459360,0,737.0,1870284.0,7.0,1,0,21040.6,10.8,44.0,8,6,196612,518562.0,0.0,6.0
32818,Y,473374,0,745.0,2355563.0,10.0,0,0,26696.14,22.9,38.0,18,0,676476,1472350.0,0.0,0.0
32819,Y,225962,1,704.0,817779.0,0.0,1,0,15606.03,15.4,14.0,24,0,59052,256080.0,0.0,0.0
32820,Y,120340,0,724.0,1174371.0,4.0,1,0,8230.61,15.2,23.0,8,1,91029,650584.0,1.0,0.0
32821,Y,262086,0,678.0,1387019.0,10.0,1,0,13211.27,27.5,21.0,7,0,114152,140492.0,0.0,0.0
32822,Y,21670,0,643.0,674006.0,3.0,0,1,12862.43,16.8,13.0,6,0,22439,125554.0,0.0,0.0
32823,Y,103158,0,684.0,3873340.0,8.0,0,1,21723.08,16.8,5.0,11,2,46132,107690.0,0.0,2.0
32824,Y,99999999,0,740.0,768664.0,6.0,0,0,17935.43,16.5,64.0,15,0,209931,336182.0,0.0,0.0
32825,N,438724,1,665.0,1515592.0,5.0,0,1,10609.22,17.3,26.0,7,0,185440,282898.0,0.0,0.0
32826,N,336138,1,720.0,1161204.0,10.0,1,0,30965.44,17.3,5.0,12,0,260870,1372976.0,0.0,0.0
32827,N,785796,1,727.0,2171624.0,2.0,0,0,23706.87,15.0,78.0,9,1,140562,417296.0,1.0,0.0
32828,Y,161832,0,707.0,1397545.0,10.0,0,2,8257.21,26.0,12.0,13,0,146053,413446.0,0.0,0.0
32829,Y,99999999,1,738.0,2041322.0,10.0,0,0,37594.54,17.2,68.0,17,0,375497,1407054.0,0.0,0.0
32830,N,214500,1,633.0,1736676.0,7.0,1,1,16064.31,23.0,32.0,18,0,833378,1451054.0,0.0,0.0
32831,Y,457666,1,739.0,3764280.0,10.0,1,0,44857.67,19.5,8.0,7,0,595612,821986.0,0.0,0.0
32832,N,361702,0,708.0,885704.0,1.0,0,0,13949.99,21.9,5.0,12,0,412623,752400.0,0.0,0.0
32833,Y,263472,0,732.0,1232530.0,10.0,1,0,10681.8,33.3,33.0,15,0,315552,601920.0,0.0,0.0
32834,Y,609664,0,705.0,2820645.0,10.0,1,0,39724.06,16.7,32.0,10,0,182172,248182.0,0.0,0.0
32835,Y,43076,0,712.0,1562807.0,10.0,0,6,16279.2,30.6,7.0,11,1,120441,204798.0,1.0,0.0
32836,N,498806,1,735.0,814226.0,10.0,0,0,17139.33,19.0,16.0,7,0,59071,175406.0,0.0,0.0
32837,Y,546260,0,748.0,2075788.0,10.0,0,0,23179.62,22.6,48.0,9,0,421021,563596.0,0.0,0.0
32838,Y,218262,0,744.0,1998097.0,5.0,1,0,10456.65,16.5,28.0,8,1,93157,382514.0,0.0,0.0
32839,Y,776776,1,702.0,2491736.0,10.0,0,0,42774.89,29.9,33.0,14,0,941963,1076702.0,0.0,0.0
32840,Y,225280,0,746.0,875520.0,1.0,2,0,5567.0,14.5,50.0,12,0,171532,500280.0,0.0,0.0
32841,Y,264550,1,676.0,971033.0,10.0,1,0,8019.14,11.8,14.0,11,0,92739,271194.0,0.0,0.0
32842,N,433576,0,7210.0,1872260.0,10.0,0,0,43374.15,25.5,6.0,13,0,492917,589600.0,0.0,0.0
32843,Y,241362,0,746.0,854658.0,10.0,0,0,9543.7,21.8,68.0,10,0,64714,420904.0,0.0,0.0
32844,Y,200530,0,713.0,1058376.0,9.0,0,0,6888.26,13.0,40.0,13,0,264252,603504.0,0.0,0.0
32845,Y,77044,0,695.0,665475.0,4.0,2,3,1214.48,14.0,44.0,9,0,34580,541156.0,0.0,0.0
32846,Y,346434,0,715.0,897598.0,9.0,1,0,14137.14,16.0,19.0,12,0,93347,251944.0,0.0,0.0
32847,Y,108856,0,745.0,4606132.0,2.0,1,5,18693.15,10.8,8.0,18,0,95836,193688.0,0.0,0.0
32848,Y,271084,0,706.0,687458.0,1.0,1,0,10369.25,11.0,55.0,11,0,92416,597828.0,0.0,0.0
32849,Y,388960,1,699.0,2799270.0,10.0,0,0,33824.56,26.2,13.0,17,0,292790,524788.0,0.0,0.0
32850,Y,247808,0,722.0,1361920.0,4.0,0,0,25422.57,17.1,27.0,20,1,216638,874038.0,1.0,0.0
32851,N,114246,1,7380.0,1081594.0,1.0,0,2,288.42,19.4,33.0,7,0,16872,260436.0,0.0,0.0
32852,Y,99999999,0,738.0,2820075.0,8.0,1,0,9447.18,33.5,29.0,6,1,56012,217624.0,1.0,0.0
32853,N,111848,0,7290.0,830642.0,6.0,2,2,21527.57,7.2,31.0,9,0,84569,145288.0,0.0,0.0
32854,Y,210936,0,736.0,2506062.0,6.0,0,3,12363.11,31.9,2.0,7,0,667052,1004388.0,0.0,0.0
32855,N,216590,0,7070.0,1177411.0,9.0,1,0,22763.33,13.3,18.0,11,0,215745,505714.0,0.0,0.0
32856,N,332156,1,726.0,1912350.0,7.0,0,0,21673.3,17.0,17.0,10,0,198246,356466.0,0.0,0.0
32857,Y,251548,0,712.0,1172015.0,10.0,1,0,23928.6,17.7,34.0,21,0,316350,414832.0,0.0,0.0
32858,Y,478192,1,711.0,1395189.0,7.0,2,0,33135.81,31.3,46.0,14,0,222870,608608.0,0.0,0.0
32859,N,79420,0,729.0,666862.0,3.0,1,0,12281.22,13.9,42.0,14,0,85196,428846.0,0.0,0.0
32860,Y,583968,0,703.0,1867890.0,10.0,0,0,20391.18,17.4,19.0,11,0,217075,510862.0,0.0,0.0
32861,Y,99999999,0,720.0,1649029.0,5.0,1,1,14566.54,17.3,37.0,4,0,43966,137588.0,0.0,0.0
32862,Y,573122,1,683.0,1265742.0,2.0,0,0,11075.29,15.8,50.0,9,0,276412,765644.0,0.0,0.0
32863,Y,539770,1,692.0,1435792.0,10.0,0,0,13639.91,26.4,12.0,13,0,146680,421432.0,0.0,0.0
32864,Y,351626,1,706.0,1322419.0,4.0,0,0,18073.18,15.7,37.0,11,0,248938,593076.0,0.0,0.0
32865,N,180510,0,7410.0,2969472.0,10.0,0,2,34643.84,19.0,47.0,12,1,231572,324610.0,0.0,1.0
32866,Y,189816,0,740.0,527953.0,5.0,1,0,13155.22,12.8,73.0,6,0,231629,299002.0,0.0,0.0
32867,Y,666534,0,744.0,2878215.0,5.0,1,0,50608.59,19.2,78.0,14,0,124374,507100.0,0.0,0.0
32868,N,153824,0,704.0,788576.0,2.0,0,0,25694.65,15.0,46.0,7,0,121448,147862.0,0.0,0.0
32869,N,293370,0,7040.0,846108.0,10.0,1,0,12691.62,27.5,28.0,9,0,313538,452672.0,0.0,0.0
32870,Y,335412,0,693.0,1853906.0,7.0,1,0,17148.64,17.7,14.0,13,0,276868,568414.0,0.0,0.0
32871,Y,538780,0,677.0,2233488.0,3.0,0,3,26801.78,14.5,23.0,26,0,47652,116402.0,0.0,0.0
32872,Y,99999999,0,746.0,1996482.0,3.0,0,0,8534.99,24.0,5.0,7,0,1261923,4198788.0,0.0,0.0
32873,N,117194,0,7350.0,882645.0,6.0,0,0,8238.02,10.8,70.0,9,0,101631,191048.0,0.0,0.0
32874,Y,421894,1,654.0,1423290.0,9.0,0,0,17316.79,12.9,76.0,11,0,155382,195558.0,0.0,0.0
32875,Y,110440,0,692.0,1010933.0,4.0,1,7,14237.27,16.9,17.0,11,0,172862,256278.0,0.0,0.0
32876,Y,158752,0,742.0,615790.0,2.0,1,0,11186.63,17.5,64.0,7,0,108376,224884.0,0.0,0.0
32877,Y,121858,0,744.0,822719.0,8.0,1,0,9529.83,14.0,74.0,8,0,118313,436304.0,0.0,0.0
32878,N,276122,0,739.0,1621631.0,10.0,1,0,21351.44,11.0,43.0,12,1,150328,467940.0,1.0,0.0
32879,Y,291918,1,700.0,1473887.0,0.0,0,1,17195.38,15.1,41.0,13,0,243333,329912.0,0.0,0.0
32880,Y,619080,1,656.0,1374840.0,10.0,1,0,18067.67,14.8,78.0,7,0,331208,528220.0,0.0,0.0
32881,Y,224444,0,683.0,1453785.0,7.0,1,1,40463.73,28.0,15.0,17,2,187473,381502.0,0.0,2.0
32882,Y,151206,0,717.0,914052.0,10.0,0,0,9978.42,17.8,29.0,10,1,60306,88396.0,1.0,0.0
32883,Y,398112,1,723.0,1756531.0,1.0,1,0,28104.42,31.3,19.0,9,0,619647,1048960.0,0.0,0.0
32884,Y,462748,1,630.0,2899552.0,10.0,0,1,19330.22,19.0,5.0,6,2,93138,110484.0,1.0,0.0
32885,N,261030,0,707.0,1687257.0,5.0,1,0,29386.35,22.0,54.0,12,3,118959,149710.0,0.0,3.0
32886,N,347380,0,738.0,1500088.0,3.0,1,0,42377.41,11.0,27.0,10,0,270066,406120.0,0.0,0.0
32887,Y,64460,0,747.0,497306.0,10.0,0,4,2726.88,25.1,3.0,9,0,95285,805310.0,0.0,0.0
32888,Y,70136,0,705.0,946295.0,10.0,0,0,23814.98,23.1,18.0,9,0,77425,146740.0,0.0,0.0
32889,Y,216062,0,719.0,737067.0,7.0,1,0,5263.95,31.2,27.0,7,1,107084,429066.0,1.0,0.0
32890,Y,134068,0,697.0,521056.0,6.0,1,1,10811.95,10.0,9.0,15,0,46968,98340.0,0.0,0.0
32891,Y,346236,1,717.0,878351.0,5.0,0,0,14566.16,12.6,15.0,15,0,189924,298804.0,0.0,0.0
32892,Y,121440,0,651.0,1048762.0,10.0,1,3,18353.43,21.5,7.0,6,0,2964,35288.0,0.0,0.0
32893,Y,221782,0,751.0,6320787.0,10.0,0,2,12852.36,16.7,47.0,5,0,1758849,3295402.0,0.0,0.0
32894,Y,404910,1,708.0,2043393.0,10.0,0,0,5755.48,21.8,24.0,9,0,187188,703736.0,0.0,0.0
32895,Y,123332,0,719.0,912912.0,10.0,1,0,3636.41,10.3,63.0,8,0,73188,231550.0,0.0,0.0
32896,N,356334,0,739.0,1827211.0,10.0,2,0,14099.9,15.5,30.0,13,0,485298,672980.0,0.0,0.0
32897,Y,334026,0,745.0,807728.0,10.0,0,0,10164.05,34.4,11.0,31,0,288857,1600346.0,0.0,0.0
32898,Y,435512,0,742.0,1504496.0,1.0,0,2,21063.02,11.8,18.0,20,0,82099,394482.0,0.0,0.0
32899,N,743710,1,6920.0,1796887.0,5.0,1,0,36686.72,15.1,17.0,15,0,374851,949740.0,0.0,0.0
32900,Y,62062,0,704.0,969323.0,3.0,1,0,1324.87,13.5,39.0,2,0,20520,28050.0,0.0,0.0
32901,Y,780868,1,650.0,1772643.0,7.0,0,0,27032.82,13.8,73.0,11,0,17708,488180.0,0.0,0.0
32902,Y,735878,1,672.0,1309575.0,10.0,1,0,41688.09,15.0,13.0,11,0,495615,613118.0,0.0,0.0
32903,Y,99999999,0,735.0,1616615.0,10.0,1,0,6965.02,20.0,58.0,16,1,175199,579612.0,1.0,0.0
32904,Y,449328,1,721.0,1649238.0,10.0,1,1,17179.61,19.5,24.0,6,0,260300,318956.0,0.0,0.0
32905,Y,214060,0,736.0,778392.0,10.0,2,0,11805.65,19.0,56.0,13,0,145901,229856.0,0.0,0.0
32906,Y,154088,0,722.0,1140684.0,0.0,1,0,9505.7,16.2,12.0,8,0,117534,482570.0,0.0,0.0
32907,Y,99999999,1,684.0,1069320.0,10.0,0,0,17465.56,22.8,61.0,18,0,173736,723668.0,0.0,0.0
32908,Y,164978,0,635.0,476520.0,10.0,1,0,6552.15,8.0,36.0,8,0,122607,269368.0,0.0,0.0
32909,Y,99999999,0,738.0,450718.0,1.0,1,0,7324.12,24.0,32.0,12,0,149150,1004036.0,0.0,0.0
32910,Y,219758,0,725.0,948955.0,10.0,0,0,10596.68,15.4,23.0,10,0,282264,386782.0,0.0,0.0
32911,N,133298,0,736.0,719549.0,2.0,1,0,12951.92,27.3,13.0,7,1,126255,632874.0,1.0,0.0
32912,Y,250360,0,713.0,683924.0,5.0,0,0,14533.48,13.0,44.0,11,2,111644,245762.0,2.0,0.0
32913,Y,434412,0,739.0,1087997.0,10.0,1,0,10970.6,16.6,78.0,7,0,352982,558360.0,0.0,0.0
32914,Y,524568,0,713.0,1377994.0,10.0,0,0,7188.46,18.9,27.0,8,1,116869,214104.0,1.0,0.0
32915,Y,472318,0,720.0,886882.0,2.0,1,1,17294.37,24.0,81.0,7,2,55423,623128.0,1.0,1.0
32916,Y,326832,0,714.0,1933250.0,5.0,1,0,19493.62,18.0,35.0,11,1,236132,362604.0,1.0,0.0
32917,Y,99999999,1,713.0,4120644.0,0.0,0,0,55972.1,17.4,23.0,12,0,2048618,2507472.0,0.0,0.0
32918,N,278014,1,644.0,873126.0,10.0,1,0,11568.91,15.0,28.0,13,1,195320,334576.0,1.0,0.0
32919,Y,108504,0,731.0,623086.0,3.0,2,4,10125.29,25.5,29.0,5,0,94183,199738.0,0.0,0.0
32920,Y,452122,1,678.0,1695636.0,10.0,0,0,30804.13,20.9,65.0,14,0,350037,529804.0,0.0,0.0
32921,Y,99999999,0,723.0,1511488.0,10.0,0,0,43203.34,13.4,74.0,25,0,709479,1355596.0,0.0,0.0
32922,Y,409508,1,605.0,5727360.0,1.0,0,0,16322.9,16.8,23.0,11,0,380323,537042.0,0.0,0.0
32923,Y,164362,0,734.0,838261.0,10.0,1,0,15228.5,18.1,53.0,8,1,82251,113938.0,1.0,0.0
32924,N,168168,0,683.0,685710.0,10.0,0,0,7485.62,11.7,22.0,12,0,229330,388212.0,0.0,0.0
32925,N,155848,0,7120.0,769120.0,1.0,1,0,7627.17,32.0,45.0,9,0,67317,104610.0,0.0,0.0
32926,Y,205524,0,744.0,955434.0,8.0,1,0,21417.56,14.7,18.0,17,0,182191,799062.0,0.0,0.0
32927,Y,496936,1,720.0,1724364.0,1.0,0,0,29888.9,16.5,13.0,13,0,494969,727298.0,0.0,0.0
32928,Y,89958,0,734.0,1087731.0,10.0,2,0,28280.93,25.5,73.0,16,1,161823,555984.0,1.0,0.0
32929,Y,198528,0,704.0,1089802.0,9.0,0,0,8609.47,31.9,8.0,12,0,253080,580272.0,0.0,0.0
32930,N,252670,0,7270.0,645164.0,5.0,2,0,14677.31,26.1,15.0,11,0,227449,471988.0,0.0,0.0
32931,Y,375144,0,743.0,741608.0,5.0,0,0,18725.64,15.9,75.0,12,0,220913,409926.0,0.0,0.0
32932,N,60764,0,688.0,991287.0,10.0,0,0,30895.14,16.4,59.0,19,0,291707,519640.0,0.0,0.0
32933,Y,405196,1,657.0,1944004.0,10.0,0,0,27702.0,20.8,8.0,13,0,279015,606144.0,0.0,0.0
32934,Y,204644,0,716.0,1012073.0,7.0,0,0,26482.58,15.8,3.0,16,0,166478,483142.0,0.0,0.0
32935,Y,99999999,1,709.0,1581997.0,9.0,0,0,20038.73,21.4,46.0,7,0,136781,297154.0,0.0,0.0
32936,Y,265452,0,691.0,1528360.0,10.0,0,2,7183.33,17.7,70.0,6,1,142747,170390.0,1.0,0.0
32937,Y,437580,0,710.0,1312805.0,1.0,1,0,22098.9,15.8,60.0,14,0,467894,994092.0,0.0,0.0
32938,Y,89936,0,717.0,970900.0,9.0,1,1,17719.02,11.7,25.0,14,0,0,0.0,0.0,0.0
32939,Y,269082,1,630.0,1368684.0,10.0,0,0,19617.88,10.8,52.0,17,1,399,462242.0,1.0,0.0
32940,Y,99999999,0,736.0,1142280.0,0.0,1,0,20465.85,15.0,26.0,31,0,700530,1078638.0,0.0,0.0
32941,Y,327360,0,704.0,848160.0,0.0,0,0,10672.68,19.3,50.0,8,2,258723,549692.0,0.0,2.0
32942,Y,162008,0,724.0,946713.0,2.0,1,13,16330.88,23.4,38.0,13,0,314906,719180.0,0.0,0.0
32943,Y,262262,1,667.0,1887460.0,1.0,1,0,11403.42,12.8,32.0,5,0,96463,135564.0,0.0,0.0
32944,Y,329912,1,737.0,1709487.0,0.0,1,0,26069.71,13.2,43.0,33,0,402857,923670.0,0.0,0.0
32945,Y,445588,0,746.0,1321298.0,5.0,0,0,12618.47,17.6,74.0,11,0,160417,578644.0,0.0,0.0
32946,Y,92928,0,749.0,1286813.0,1.0,0,1,13404.31,17.8,65.0,9,1,8816,92730.0,1.0,0.0
32947,Y,536690,1,740.0,1575917.0,8.0,0,0,25477.48,22.4,47.0,20,0,377264,3211934.0,0.0,0.0
32948,Y,99999999,0,739.0,1382003.0,6.0,1,0,21536.12,17.5,13.0,8,0,321727,438262.0,0.0,0.0
32949,Y,69762,0,680.0,539828.0,1.0,1,0,4300.65,16.8,32.0,8,0,60743,87054.0,0.0,0.0
32950,Y,132726,0,729.0,2005982.0,3.0,1,6,18555.21,23.7,45.0,9,1,71079,148324.0,1.0,0.0
32951,Y,99999999,0,731.0,1137720.0,3.0,1,0,15264.41,5.3,16.0,7,0,86583,250008.0,0.0,0.0
32952,N,130328,0,736.0,844227.0,4.0,0,0,13155.79,23.6,10.0,14,0,111226,436590.0,0.0,0.0
32953,N,178596,0,718.0,628235.0,1.0,1,0,14449.5,11.2,13.0,15,0,104519,147400.0,0.0,0.0
32954,Y,266002,1,704.0,1598565.0,5.0,0,0,5248.56,24.0,60.0,10,1,106704,363418.0,0.0,0.0
32955,Y,105996,0,679.0,800945.0,5.0,2,0,18555.4,18.0,45.0,7,0,224428,439692.0,0.0,0.0
32956,N,107558,0,735.0,923153.0,5.0,0,0,13155.03,10.2,67.0,12,0,76095,212850.0,0.0,0.0
32957,Y,327492,1,724.0,1282177.0,8.0,0,0,16240.82,14.4,51.0,12,0,301055,599962.0,0.0,0.0
32958,Y,119746,0,711.0,1071733.0,10.0,0,0,9743.96,26.0,31.0,11,0,183369,226358.0,0.0,0.0
32959,Y,511170,0,706.0,968145.0,5.0,0,6,1371.42,28.2,18.0,7,0,55917,262130.0,0.0,0.0
32960,Y,664290,0,724.0,2199212.0,0.0,1,0,19792.87,15.2,65.0,7,0,498921,728486.0,0.0,0.0
32961,Y,43824,0,700.0,946200.0,10.0,1,5,18135.5,18.1,67.0,4,0,127015,228008.0,0.0,0.0
32962,N,218812,0,726.0,812592.0,8.0,0,0,5911.66,15.4,70.0,13,0,99807,275836.0,0.0,0.0
32963,Y,144518,0,691.0,783769.0,9.0,1,0,9666.44,13.9,10.0,6,1,34447,69828.0,1.0,0.0
32964,Y,42944,0,724.0,741684.0,0.0,0,0,9271.05,16.8,31.0,10,0,102695,229526.0,0.0,0.0
32965,Y,155452,0,738.0,3132625.0,4.0,1,0,14958.32,11.9,21.0,13,0,124792,480018.0,0.0,0.0
32966,N,109032,0,704.0,602585.0,7.0,1,0,15014.37,11.7,22.0,6,0,29317,34892.0,0.0,0.0
32967,Y,430408,1,690.0,2323225.0,2.0,0,0,32254.21,19.0,74.0,9,0,188499,232452.0,0.0,0.0
32968,Y,334488,0,745.0,1733256.0,6.0,0,0,19065.74,30.6,66.0,14,0,275633,513106.0,0.0,0.0
32969,Y,520388,1,717.0,3370752.0,10.0,0,0,68538.7,32.5,13.0,9,0,386061,494494.0,0.0,0.0
32970,Y,344212,1,700.0,780368.0,7.0,0,0,10014.71,14.5,16.0,6,0,153634,232232.0,0.0,0.0
32971,Y,111034,0,744.0,3647411.0,10.0,1,0,13373.91,16.8,44.0,9,0,177821,421938.0,0.0,0.0
32972,Y,97856,0,725.0,1305186.0,10.0,1,5,10647.98,25.5,28.0,6,0,64581,131186.0,0.0,0.0
32973,Y,259776,0,735.0,1009584.0,10.0,0,0,23893.45,35.4,17.0,15,0,172539,498234.0,0.0,0.0
32974,Y,130790,0,739.0,1129626.0,10.0,0,0,19768.55,13.5,45.0,10,0,349942,501490.0,0.0,0.0
32975,Y,122496,0,739.0,1511336.0,2.0,0,1,38161.31,20.0,1.0,22,0,729619,2985224.0,0.0,0.0
32976,Y,273372,0,714.0,1843627.0,7.0,0,2,31495.16,30.2,58.0,14,0,270503,462638.0,0.0,0.0
32977,Y,173140,0,734.0,897218.0,3.0,1,0,11439.71,15.3,41.0,10,0,161861,347050.0,0.0,0.0
32978,N,494582,1,6710.0,1071353.0,10.0,2,0,19820.04,27.7,7.0,9,0,624435,1047882.0,0.0,0.0
32979,N,393536,1,656.0,4720550.0,6.0,0,0,38944.49,25.0,41.0,9,0,483436,640464.0,0.0,0.0
32980,N,155804,0,708.0,1277465.0,8.0,0,0,11923.07,25.5,13.0,14,0,101669,271238.0,0.0,0.0
32981,N,212806,0,732.0,708339.0,2.0,2,0,12750.14,21.1,80.0,20,1,112556,317856.0,1.0,0.0
32982,Y,277002,0,741.0,1818452.0,10.0,0,0,44248.91,17.3,34.0,13,0,283689,549318.0,0.0,0.0
